artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0.286,0.989,0.182,0.567,0.099,0.000,0.077,0.207,0.265,0.146,0.000,0.005,0.411,0.507,0.452,0.705,0.031,0.000,0.138,0.032
0.000,0.946,0.727,0.367,0.193,0.000,0.303,0.057,0.287,0.067,0.000,0.001,0.170,0.397,0.258,0.443,0.557,0.011,0.170,0.016
0.000,0.989,0.455,0.033,0.010,0.054,0.042,0.018,0.004,0.008,0.000,0.001,0.319,0.795,0.613,0.955,0.505,0.000,0.096,0.145
0.000,0.989,0.364,0.633,0.028,0.000,0.037,0.039,0.007,0.031,0.000,0.000,0.376,0.260,0.301,0.125,0.969,0.000,0.085,0.032
0.000,0.978,0.364,0.467,0.004,0.027,0.049,0.006,0.385,0.000,0.000,0.007,0.177,0.616,0.538,0.761,0.216,0.000,0.085,0.290
0.000,0.989,0.364,0.400,0.004,0.027,0.050,0.024,0.018,0.000,0.000,0.006,0.461,0.356,0.108,0.352,0.845,0.000,0.085,0.016
0.000,0.989,0.364,0.400,0.009,0.000,0.045,0.007,0.131,0.001,0.000,0.000,0.631,0.644,1.000,0.602,0.485,0.000,0.074,0.032
0.000,0.602,0.182,0.067,0.114,0.000,0.190,0.167,0.720,0.417,0.017,0.000,0.284,0.425,0.591,0.841,0.000,0.484,0.181,0.032
0.000,0.989,0.455,0.667,0.183,0.000,0.096,0.330,0.222,0.266,0.241,0.002,0.355,0.644,0.892,0.898,0.041,0.000,0.245,0.097
0.571,0.989,0.455,0.500,0.044,0.000,0.076,0.055,0.007,0.039,0.034,0.000,0.319,0.932,0.591,0.830,0.082,0.000,0.032,0.097
0.000,0.989,0.455,0.533,0.099,0.000,0.053,0.098,0.324,0.063,0.000,0.012,0.426,0.384,0.011,0.670,0.124,0.022,0.128,0.065
0.000,0.989,0.455,0.300,0.045,0.000,0.060,0.067,0.007,0.027,0.000,0.001,0.262,0.685,0.624,0.750,0.000,0.000,0.330,0.097
0.000,0.989,0.091,0.167,0.014,0.075,0.071,0.039,0.065,0.015,0.017,0.004,0.390,0.795,0.731,0.636,0.041,0.000,0.117,0.032
0.000,0.989,0.455,0.767,0.010,0.000,0.058,0.028,0.076,0.014,0.000,0.002,0.227,0.781,0.344,0.875,0.041,0.000,0.000,0.048
0.143,0.989,0.182,0.767,0.015,0.020,0.035,0.027,0.451,0.025,0.017,0.000,0.532,0.288,0.398,0.943,0.000,0.000,0.436,0.081
0.000,0.989,0.545,0.000,0.010,0.000,0.042,0.009,0.189,0.011,0.000,0.000,0.227,0.753,0.290,0.716,0.010,0.000,0.085,0.032
0.000,0.613,0.000,0.000,0.779,0.007,0.419,0.339,0.549,0.007,0.052,0.104,0.426,0.301,0.677,0.920,0.093,0.121,0.074,0.048
0.000,0.989,0.364,0.367,0.085,0.082,0.079,0.232,1.000,0.154,0.052,0.134,0.163,0.781,0.548,0.534,0.134,0.000,0.053,0.113
0.000,0.989,0.182,0.600,0.034,0.000,0.192,0.004,0.000,0.065,0.000,0.370,0.745,0.452,0.516,0.625,0.113,0.000,0.447,0.081
0.000,0.989,0.455,0.533,0.053,0.000,0.052,0.057,0.382,0.026,0.000,0.002,0.511,0.890,0.043,0.455,0.093,0.000,0.064,0.194
0.286,0.989,0.545,0.000,0.030,0.000,0.023,0.016,0.000,0.002,0.000,0.000,0.652,0.890,0.516,0.682,0.000,0.000,0.053,0.339
0.286,0.989,0.455,0.067,0.016,0.027,0.048,0.042,0.000,0.055,0.000,0.000,0.461,0.986,0.849,0.545,0.557,0.000,0.074,0.371
0.286,0.989,0.545,0.167,0.017,0.000,0.033,0.073,0.011,0.059,0.000,0.000,0.177,0.849,0.817,0.841,0.103,0.000,0.053,0.145
0.000,0.989,0.455,0.767,0.014,0.000,0.036,0.037,0.000,0.023,0.000,0.000,0.837,0.288,0.430,0.659,0.072,0.000,0.096,0.177
0.000,0.989,0.364,0.033,0.111,0.034,0.066,0.192,0.200,0.131,0.000,0.106,0.447,0.479,0.688,0.932,0.021,0.000,0.255,0.145
0.286,0.989,0.455,0.300,0.012,0.014,0.035,0.025,0.000,0.025,0.000,0.031,0.461,0.658,0.796,0.352,0.474,0.000,0.043,0.694
0.000,0.989,0.636,0.100,0.027,0.238,0.090,0.024,0.055,0.021,0.000,0.000,0.433,0.548,0.559,0.386,0.247,0.000,0.096,0.339
0.286,0.989,0.636,0.133,0.027,0.000,0.059,0.079,0.007,0.034,0.000,0.000,0.390,0.740,0.968,0.886,0.021,0.000,0.213,0.161
0.286,0.989,0.636,0.133,0.039,0.000,0.046,0.076,0.004,0.051,0.000,0.000,0.461,0.671,0.151,0.420,0.072,0.000,0.266,0.097
0.000,0.968,1.000,0.567,0.028,0.014,0.074,0.025,0.044,0.015,0.000,0.000,0.404,0.644,0.452,0.761,0.309,0.000,0.064,0.694
0.000,0.989,0.636,0.133,0.025,0.027,0.048,0.034,0.036,0.018,0.000,0.000,0.759,0.699,0.452,0.557,0.155,0.000,0.106,0.097
0.000,0.989,0.545,0.633,0.011,0.027,0.050,0.019,0.065,0.012,0.000,0.000,0.270,0.521,0.366,0.602,0.144,0.000,0.213,0.613
0.000,0.989,0.545,0.933,0.050,0.000,0.046,0.058,0.171,0.037,0.000,0.000,0.404,0.438,0.452,0.625,0.000,0.000,0.149,0.129
0.000,0.957,0.727,0.400,0.050,0.014,0.105,0.057,0.967,0.080,0.000,0.148,0.461,0.329,0.559,0.920,0.000,0.000,0.074,0.032
0.000,0.989,0.636,0.000,0.015,0.082,0.071,0.021,0.513,0.009,0.000,0.001,0.284,0.795,0.710,0.636,0.247,0.000,0.053,0.032
0.000,0.989,0.182,0.333,0.022,0.041,0.066,0.025,0.036,0.016,0.000,0.004,0.390,0.918,0.742,0.477,0.402,0.000,0.064,0.065
0.000,0.989,0.545,0.367,0.006,0.000,0.026,0.042,0.244,0.200,0.000,0.000,0.567,0.452,0.419,0.500,0.247,0.000,0.096,0.032
0.143,0.989,0.545,0.700,0.009,0.027,0.078,0.015,0.156,0.003,0.017,0.000,0.241,0.767,0.645,0.568,0.289,0.000,0.085,0.194
0.000,0.839,0.000,0.000,0.331,0.231,0.240,0.094,0.142,0.001,0.000,0.002,0.163,0.767,0.667,0.636,0.052,0.000,0.234,0.194
0.429,0.989,0.545,0.467,0.058,0.000,0.033,0.080,0.022,0.127,0.017,0.000,0.433,0.795,0.925,0.727,0.289,0.000,0.277,0.032
0.143,0.989,0.636,0.467,0.012,0.034,0.080,0.022,0.287,0.004,0.034,0.000,0.504,0.740,0.720,0.750,0.340,0.011,0.106,0.032
0.143,0.989,0.091,0.567,0.014,0.061,0.087,0.022,0.120,0.006,0.017,0.000,0.340,0.644,1.000,0.568,0.567,0.000,0.255,0.161
0.286,0.989,0.455,0.500,0.046,0.000,0.065,0.121,0.015,0.255,0.017,0.006,0.475,0.808,0.484,0.898,0.206,0.000,0.191,0.016
0.286,0.989,0.364,0.633,0.020,0.027,0.052,0.033,0.007,0.067,0.017,0.003,0.496,0.740,0.753,0.739,0.485,0.000,0.330,0.097
0.143,0.935,0.909,0.300,0.093,0.000,0.077,0.246,0.036,0.182,0.069,0.077,0.433,0.603,0.484,0.773,0.113,0.000,0.170,0.145
0.000,0.989,0.727,0.267,0.047,0.027,0.065,0.138,0.345,0.086,0.155,0.212,0.262,0.603,0.731,0.739,0.309,0.000,0.351,0.032
0.000,0.989,0.636,0.700,0.014,0.082,0.072,0.030,0.469,0.011,0.000,0.013,0.426,0.616,0.817,0.943,0.103,0.000,0.064,0.161
0.000,0.892,0.000,0.000,0.374,0.048,0.190,0.049,0.040,0.281,0.000,0.000,0.596,0.192,0.258,0.648,0.144,0.000,0.064,0.048
0.143,0.989,0.455,0.467,0.097,0.041,0.066,0.152,0.193,0.116,0.207,0.000,0.511,0.699,0.720,0.909,0.247,0.670,0.128,0.048
0.000,0.989,0.636,0.833,0.011,0.000,0.051,0.021,0.280,0.015,0.017,0.002,0.390,0.740,0.796,0.932,0.144,0.000,0.319,0.161
0.000,0.989,0.000,0.633,0.047,0.000,0.075,0.073,0.004,0.069,0.190,0.001,0.248,0.918,0.763,0.466,0.113,0.000,0.064,0.387
0.000,0.989,0.455,0.067,0.031,0.204,0.075,0.030,0.178,0.024,0.034,0.002,0.702,0.644,0.581,0.545,0.258,0.000,0.128,0.081
0.000,0.989,0.455,0.300,0.038,0.054,0.060,0.174,0.262,0.110,0.017,0.007,0.199,0.575,0.806,0.648,0.320,0.000,0.202,0.081
0.000,0.989,0.727,0.400,0.027,0.082,0.050,0.037,0.131,0.026,0.017,0.000,0.816,0.575,0.516,0.807,0.052,0.000,0.032,0.371
0.000,0.989,0.545,0.467,0.030,0.000,0.055,0.031,0.055,0.013,0.000,0.000,0.099,0.151,0.194,0.250,0.443,0.692,0.074,0.081
0.000,0.774,0.636,0.133,0.586,0.041,0.434,0.185,0.091,0.008,0.017,0.000,0.574,0.452,0.183,0.398,0.753,0.000,0.085,0.000
0.000,0.753,0.545,0.300,0.204,0.027,0.168,0.036,0.000,0.826,0.000,0.000,0.270,0.192,0.140,0.205,0.773,0.055,0.074,0.016
0.000,0.989,0.727,0.033,0.017,0.000,0.040,0.015,0.004,0.008,0.000,0.000,0.532,0.644,0.237,0.761,0.082,0.000,0.543,0.339
0.143,0.989,0.727,0.400,0.005,0.000,0.013,0.009,0.004,0.006,0.000,0.000,0.191,0.795,0.473,0.693,0.134,0.000,0.128,0.081
0.000,0.925,0.455,0.733,0.046,0.000,0.103,0.022,0.000,0.000,0.000,0.000,0.262,0.562,0.000,0.580,0.113,0.000,0.170,0.032
0.143,0.989,0.545,0.700,0.020,0.014,0.056,0.027,0.036,0.013,0.017,0.001,0.376,0.808,0.763,0.864,0.340,0.011,0.085,0.032
0.000,0.989,0.727,0.400,0.006,0.000,0.015,0.004,0.000,0.002,0.000,0.000,0.199,0.753,0.763,0.602,0.062,0.000,0.128,0.065
0.000,0.989,0.455,0.733,0.029,0.000,0.031,0.057,0.000,0.025,0.000,0.000,0.603,0.644,0.237,0.534,0.144,0.912,0.085,0.048
0.000,0.989,0.818,0.200,0.029,0.034,0.061,0.116,0.236,0.337,0.017,0.208,0.461,0.397,0.215,0.580,0.000,0.000,0.053,0.016
0.143,0.989,0.818,0.433,0.014,0.000,0.023,0.024,0.000,0.009,0.000,0.000,0.128,0.575,0.215,0.500,0.062,0.000,0.511,0.032
0.429,0.989,0.636,0.567,0.015,0.000,0.043,0.021,0.004,0.013,0.000,0.000,0.262,0.836,0.419,0.750,0.052,0.000,0.032,0.097
0.000,0.989,0.818,0.533,0.008,0.041,0.046,0.021,0.422,0.009,0.000,0.012,0.504,0.685,0.656,0.932,0.041,0.000,0.479,0.258
0.000,0.559,0.364,0.500,0.038,0.000,0.042,0.115,0.036,0.122,0.000,0.042,0.567,0.589,0.215,0.557,0.175,0.000,0.170,0.048
0.000,0.946,0.909,0.667,0.129,0.000,0.195,0.046,0.076,0.015,0.000,0.004,0.461,0.466,0.215,0.318,0.113,0.198,0.138,0.016
0.000,0.989,0.545,0.433,0.069,0.041,0.067,0.061,0.000,0.162,0.034,0.071,0.645,0.671,0.946,0.773,0.093,0.000,0.053,0.145
0.000,0.989,0.727,0.933,0.030,0.000,0.048,0.128,0.051,0.082,0.000,0.039,0.411,0.466,0.495,0.864,0.052,0.000,0.138,0.032
0.000,0.989,0.727,0.500,0.008,0.068,0.064,0.003,0.469,0.013,0.000,0.001,0.475,0.945,0.527,0.602,0.072,0.000,0.638,0.129
0.143,0.968,1.000,0.567,0.012,0.007,0.038,0.000,0.000,0.032,0.000,0.000,0.426,0.356,0.097,0.739,0.000,0.000,0.064,0.032
0.000,0.989,0.818,0.433,0.018,0.000,0.023,0.054,0.138,0.013,0.000,0.003,0.688,0.699,0.194,0.659,0.000,0.000,0.085,0.710
0.286,0.989,0.727,0.700,0.016,0.048,0.039,0.021,0.044,0.012,0.034,0.029,0.518,0.781,0.839,0.818,0.144,0.000,0.106,0.548
0.286,0.989,0.545,0.000,0.012,0.027,0.051,0.000,0.000,0.031,0.000,0.000,0.681,0.493,0.624,0.580,0.124,0.000,0.021,0.677
0.143,0.989,0.909,0.100,0.029,0.000,0.042,0.033,0.025,0.015,0.000,0.000,0.468,0.932,0.204,0.523,0.010,0.000,0.043,0.484
0.286,0.989,0.909,0.100,0.036,0.000,0.052,0.036,0.029,0.017,0.000,0.001,0.404,0.712,0.441,0.614,0.062,0.000,0.340,0.161
0.000,0.989,0.818,0.667,0.036,0.000,0.068,0.018,0.033,0.016,0.000,0.000,0.106,0.781,0.129,0.216,0.175,0.000,0.096,0.597
0.000,0.989,0.818,0.667,0.030,0.000,0.060,0.015,0.011,0.012,0.000,0.000,0.312,0.712,0.075,0.466,0.206,0.000,0.287,0.242
0.143,0.989,0.909,0.100,0.025,0.000,0.046,0.013,0.073,0.007,0.000,0.000,0.660,0.836,0.312,0.307,0.021,0.000,0.383,0.919
0.000,0.989,0.818,0.667,0.036,0.000,0.059,0.010,0.018,0.013,0.000,0.000,0.433,0.589,0.086,0.295,0.567,0.000,0.064,0.194
0.143,0.989,0.909,0.100,0.033,0.000,0.038,0.039,0.033,0.017,0.000,0.003,0.277,0.685,0.226,0.591,0.010,0.000,0.309,0.081
0.000,0.989,0.818,0.667,0.030,0.000,0.051,0.009,0.011,0.015,0.000,0.000,0.319,0.342,0.118,0.250,0.825,0.242,0.096,0.032
0.143,0.989,0.909,0.100,0.031,0.014,0.054,0.039,0.189,0.010,0.000,0.100,0.461,0.740,0.172,0.693,0.010,0.000,0.138,0.048
0.000,0.989,0.818,0.667,0.032,0.000,0.050,0.013,0.022,0.013,0.000,0.002,0.794,0.151,0.376,0.080,1.000,0.000,0.096,0.048
0.000,0.989,0.818,0.667,0.032,0.000,0.048,0.006,0.018,0.008,0.000,0.000,0.660,0.342,0.548,0.852,0.443,0.000,0.128,0.161
0.143,0.989,0.909,0.100,0.009,0.000,0.019,0.012,0.004,0.007,0.000,0.000,0.348,0.534,0.226,0.398,0.526,0.363,0.117,0.016
0.143,0.989,0.909,0.100,0.018,0.000,0.030,0.009,0.018,0.003,0.000,0.000,0.560,0.959,0.624,0.591,0.000,0.000,0.096,0.290
0.000,0.989,0.818,0.900,0.009,0.061,0.055,0.015,0.364,0.015,0.017,0.028,0.426,0.425,0.194,0.761,0.000,0.000,0.117,0.016
0.000,0.989,0.909,0.100,0.019,0.000,0.025,0.012,0.018,0.002,0.000,0.000,0.546,0.849,0.387,0.386,0.041,0.000,0.383,0.484
0.143,0.989,0.909,0.100,0.019,0.000,0.029,0.004,0.029,0.005,0.000,0.000,0.390,0.562,0.075,0.500,0.010,0.000,0.234,0.403
0.000,0.989,0.818,0.667,0.024,0.000,0.049,0.001,0.022,0.011,0.000,0.000,0.220,0.466,0.548,0.739,0.227,0.000,0.053,0.032
0.000,0.989,0.909,0.067,0.017,0.000,0.025,0.091,0.047,0.038,0.017,0.000,0.560,0.507,0.215,0.341,0.588,0.000,0.053,0.016
0.000,0.989,0.818,0.667,0.022,0.000,0.033,0.006,0.000,0.008,0.000,0.000,0.716,0.260,0.032,0.170,0.856,0.011,0.096,0.065
0.143,0.989,0.909,0.067,0.010,0.000,0.020,0.003,0.000,0.007,0.000,0.000,0.191,0.781,0.828,0.659,0.041,0.000,0.053,0.065
0.286,0.989,0.818,0.633,0.024,0.000,0.036,0.043,0.095,0.017,0.000,0.000,0.227,0.808,0.677,0.773,0.082,0.000,0.096,0.048
0.000,0.989,0.909,0.100,0.014,0.014,0.026,0.040,0.065,0.033,0.017,0.000,0.177,0.521,0.301,0.659,0.155,0.000,0.085,0.048
